age,gender,category,difficulty,noofquestions,correctcount,incorrectcount,noofattemptinquestionsinsublevel1,noofattemptinquestionsinsublevel2,noofattemptinquestionsinsublevel3,noofattemptinquestionsinsublevel4,noofcorrectquestionsinsublevel1,noofcorrectquestionsinsublevel2,noofcorrectquestionsinsublevel3,noofcorrectquestionsinsublevel4,avrgresponsetimeforsublevel1questions,avrgresponsetimeforsublevel2questions,avrgresponsetimeforsublevel3questions,avrgresponsetimeforsublevel4questions,quizmark,quizcompletationtime,readiness
8,female,substraction,beginner,15,6,9,3,1,2,5,3,0,0,4,3.248672494,2.667144469,25.28456022,19.0807379,8,23.30383164,0
4,female,multipication,beginner,15,0,15,0,4,4,1,0,3,1,0,0,21.91964424,26.78209746,3.851076845,2,7.866668424,0
12,male,multipication,beginner,15,5,10,5,2,0,5,1,0,0,4,10.3259734,19.20214943,0,41.98163676,8,13.27906938,0
8,male,multipication,advanced,15,5,10,1,4,3,0,0,1,3,0,37.72423466,85.26048192,72.62368975,0,0,34.11212336,0
4,male,addition,intermediate,15,2,13,1,0,0,5,0,0,0,5,7.354709358,0,0,24.72085633,2,3.803870589,0
5,female,multipication,intermediate,15,3,12,0,5,5,1,0,0,3,1,0,27.96613995,68.38527199,63.12858604,0,25.75029697,0
7,female,substraction,advanced,15,12,3,1,1,4,4,1,0,1,2,22.88143754,39.06129471,18.75231971,21.8678555,2,37.60591744,0
11,male,division,advanced,15,14,1,5,4,1,2,3,0,0,2,65.28129584,53.29315853,134.9386797,88.17042402,1,16.66892747,0
6,male,substraction,advanced,15,12,3,5,0,3,3,5,0,2,2,25.25755521,0,36.31945515,27.73690058,5,31.23169062,0
6,male,addition,intermediate,15,2,13,2,5,4,0,1,0,3,0,5.351351153,16.26581795,21.10907799,0,2,1.283477172,0
5,female,division,beginner,15,8,7,4,3,0,1,3,0,0,0,13.37837182,18.07337649,0,55.08610628,8,23.91615948,0
5,female,multipication,beginner,15,0,15,4,1,2,1,0,1,0,0,14.02066956,31.1007996,27.82618132,17.33968034,6,4.573857075,0
5,male,addition,intermediate,15,10,5,4,0,3,4,2,0,1,4,9.221376913,0,20.88352168,38.28649144,6,17.38594722,0
10,male,addition,intermediate,15,9,6,3,2,1,1,2,1,1,1,7.440045671,14.78188564,22.63593388,27.77428692,9,23.32292624,0
5,female,division,beginner,15,11,4,1,3,4,1,0,0,4,0,27.33456245,21.56986705,23.27619319,59.78131717,10,15.22930532,0
8,female,multipication,beginner,15,14,1,3,1,0,0,0,0,0,0,6.43420499,5.580002019,0,0,4,10.19180785,0
15,male,multipication,intermediate,15,0,15,2,0,4,2,2,0,0,0,33.69277136,0,15.96443833,79.30386595,2,21.36958605,0
9,male,division,beginner,15,15,0,5,0,2,1,4,0,1,0,16.24841777,0,12.86679029,11.25263818,8,20.86465942,0
9,female,substraction,beginner,15,10,5,0,0,3,4,0,0,2,2,0,0,11.32540568,32.27587453,8,7.422402448,0
13,female,multipication,beginner,15,2,13,0,4,3,0,0,1,1,0,0,26.78937072,25.85542865,0,5,15.66385442,0
11,male,substraction,advanced,15,12,3,1,0,3,1,0,0,1,1,17.17871558,0,27.75498805,47.15487057,2,16.64654159,0
7,female,division,beginner,15,13,2,5,5,2,2,2,0,2,0,12.32172247,26.4363725,14.50130415,55.71329478,8,9.707871134,0
8,male,multipication,advanced,15,7,8,5,4,2,0,5,1,0,0,52.64772697,67.42800698,82.87540732,0,6,9.465551286,0
12,male,multipication,intermediate,15,10,5,5,4,2,1,0,0,2,1,43.76347366,30.67610045,83.58042666,87.06717093,3,3.288217118,0
4,female,multipication,intermediate,15,10,5,5,5,2,4,3,1,1,1,47.7045942,25.32256239,43.61262133,52.20984162,0,11.56519459,0
7,male,substraction,advanced,15,1,14,0,4,5,5,0,2,5,0,0,33.60243212,35.81101661,35.64399582,1,24.71146827,0
10,male,division,beginner,15,12,3,1,2,1,3,1,2,0,3,29.39201724,22.55397624,20.42477447,24.95646688,4,13.21466283,0
5,male,substraction,advanced,15,11,4,3,4,1,1,1,2,0,0,25.21387917,15.46943485,6.646296661,26.91873743,7,27.85137684,0
14,male,addition,intermediate,15,9,6,5,2,3,1,4,2,0,0,8.242250916,17.11020225,25.18659086,1.367925003,3,21.17593264,0
8,male,addition,intermediate,15,14,1,5,1,5,2,5,1,4,1,11.47738673,2.309677387,18.51669728,11.80755305,5,29.66061813,0
9,female,substraction,advanced,15,8,7,3,4,5,1,3,2,4,0,21.71563331,14.3074995,38.03365264,54.52405964,6,29.62242777,0
10,female,division,intermediate,15,8,7,1,1,4,4,1,1,2,4,34.80839267,7.841874123,40.54014699,44.13425687,7,13.79758007,0
15,female,substraction,intermediate,15,14,1,3,3,5,2,3,1,2,0,7.283138828,5.691474286,17.12418154,14.4432162,10,16.52918307,0
5,male,substraction,beginner,15,0,15,3,5,2,3,0,1,1,0,3.986473653,8.617839947,10.55535224,21.63421722,10,8.848490564,0
6,female,addition,beginner,15,5,10,4,5,4,2,2,2,3,1,2.696458407,10.58648256,9.887712383,6.64700147,2,6.378152979,0
12,male,addition,beginner,15,15,0,3,5,0,5,3,5,0,4,3.223711007,10.53487955,0,17.10433612,6,25.89112027,0
9,male,multipication,beginner,15,7,8,4,5,2,5,1,4,1,5,6.860488287,26.1270748,23.88134246,37.46467647,10,29.33191662,0
5,female,division,beginner,15,1,14,5,4,0,3,0,1,0,1,13.65770856,13.29910593,0,44.3524962,7,12.99715704,0
10,female,division,intermediate,15,6,9,2,3,2,1,2,1,0,0,36.30041054,34.21895509,73.5549332,65.27383143,7,29.66164806,0
12,male,addition,advanced,15,4,11,2,0,5,2,1,0,3,1,11.88488539,0,22.03078103,49.02767416,6,27.45433053,0
7,male,multipication,advanced,15,12,3,2,1,1,3,0,1,1,0,19.58113721,69.28432676,35.73455706,54.32265135,2,35.45210485,0
12,female,multipication,intermediate,15,7,8,0,2,5,5,0,1,5,3,0,49.41705546,55.31764215,52.30658392,1,4.491503534,0
7,female,addition,intermediate,15,8,7,0,1,0,0,0,1,0,0,0,14.55943036,0,0,3,21.11222099,0
7,male,substraction,beginner,15,13,2,0,0,1,0,0,0,0,0,0,0,9.913987637,0,3,20.14417993,0
12,male,multipication,intermediate,15,0,15,2,1,4,1,0,1,1,0,11.31599175,51.57533649,39.63954968,15.63862038,5,8.206962538,0
5,male,division,beginner,15,14,1,5,3,0,5,4,1,0,5,13.18169772,22.31739334,0,18.99672309,9,0.7941099,0
10,female,substraction,beginner,15,0,15,1,3,1,3,1,1,1,1,1.551755015,7.021198114,17.02869474,24.65005715,10,2.199229534,0
4,female,multipication,advanced,15,2,13,3,3,2,4,1,1,0,4,54.55303964,81.93051339,45.75441561,38.84869297,1,31.96197382,0
12,female,division,beginner,15,0,15,4,0,1,2,4,0,0,0,14.99804994,0,41.1807556,7.21177989,0,26.03230287,0
11,male,multipication,advanced,15,1,14,1,1,0,5,0,1,0,3,13.9017366,68.89663525,0,84.36420667,4,29.17663245,0
8,female,addition,advanced,15,8,7,1,3,1,0,0,0,0,0,30.11226056,22.76103829,13.17615357,0,10,38.05197932,0
12,male,addition,advanced,15,9,6,3,1,4,3,0,0,1,3,10.66362938,28.24426622,22.45924022,32.17835103,0,11.65553032,0
8,female,division,intermediate,15,6,9,4,0,4,0,4,0,2,0,37.7288503,0,27.26335342,0,4,4.812364682,0
7,female,substraction,intermediate,15,5,10,2,4,4,0,1,1,2,0,8.595836647,6.433657927,14.54850803,0,4,19.43461762,0
15,male,addition,intermediate,15,7,8,4,0,5,5,0,0,3,5,6.424666223,0,22.44758657,25.77456776,6,7.776693411,0
13,male,substraction,beginner,15,14,1,0,4,2,0,0,4,1,0,0,9.991772927,17.37065195,0,4,19.86590771,0
5,female,multipication,beginner,15,13,2,3,2,4,2,1,0,4,2,22.36208864,17.26938371,33.89858486,28.37310034,9,20.9702562,0
7,female,addition,beginner,15,9,6,5,5,4,3,1,1,4,0,4.202416294,7.225084878,19.98741204,9.356368503,10,2.621014586,0
6,female,division,beginner,15,1,14,1,2,3,2,0,1,1,2,2.029858088,20.63200502,28.91523,31.04357434,4,28.03558814,0
7,male,substraction,beginner,15,15,0,4,0,5,1,2,0,0,1,2.694448574,0,14.3459836,19.51454186,8,27.45730714,0
6,male,addition,beginner,15,3,12,0,2,3,4,0,0,3,0,0,12.91519481,11.32498617,22.60637,0,23.59279097,0
8,male,substraction,advanced,15,4,11,5,3,2,3,2,3,0,3,11.50515611,31.7752705,17.43302587,47.12484566,9,35.70560337,0
7,female,addition,intermediate,15,9,6,4,1,1,4,1,1,1,4,10.58273843,2.323332181,29.7124608,22.70680974,0,23.08960997,0
7,male,multipication,intermediate,15,14,1,2,5,4,4,0,1,4,4,19.33728154,24.69692619,42.68069109,39.88874431,7,5.315266852,0
10,male,addition,beginner,15,14,1,0,0,0,2,0,0,0,1,0,0,0,20.83367089,9,12.88421139,0
10,male,substraction,beginner,15,1,14,4,2,1,3,0,2,1,3,3.255190117,7.198982865,28.82905889,16.30247571,7,24.62625908,0
12,female,substraction,beginner,15,6,9,2,5,3,0,0,0,3,0,2.801372733,8.559010063,19.24840447,0,1,12.69651753,0
7,male,division,intermediate,15,15,0,4,2,2,2,4,0,0,2,45.0953161,32.91696766,57.21300817,70.13047937,8,14.4886765,0
5,male,multipication,intermediate,15,0,15,1,5,2,5,1,4,2,4,44.25530552,47.36275556,42.6288481,40.48059836,4,8.984395815,0
15,female,addition,intermediate,15,6,9,4,0,1,5,1,0,1,5,8.614232978,0,8.502015051,17.7520688,4,11.4937324,0
5,female,substraction,beginner,15,0,15,5,3,0,0,4,1,0,0,2.770106447,6.009817733,0,0,1,3.930979038,0
12,male,multipication,intermediate,15,0,15,5,0,2,4,0,0,0,4,46.82340674,0,38.48754121,59.07550002,4,13.63626502,0
14,female,addition,beginner,15,12,3,3,0,4,5,0,0,1,5,3.25773523,0,13.2146005,24.71928338,1,11.4610262,0
12,male,addition,beginner,15,6,9,4,4,3,3,1,0,3,1,3.612336494,3.628882864,10.97904833,14.46274789,2,4.052521785,0
6,male,multipication,beginner,15,12,3,4,0,2,1,4,0,0,0,12.90619692,0,19.25205643,12.11195393,4,26.08392744,0
7,male,division,advanced,15,5,10,3,3,4,3,3,3,4,1,88.07444341,43.12674569,44.84193166,74.05869739,1,9.299058131,0
12,male,multipication,intermediate,15,14,1,5,3,1,0,2,3,0,0,46.54586264,25.84869806,81.51457374,0,2,17.81487048,0
4,male,substraction,beginner,15,0,15,0,4,3,4,0,1,0,0,0,9.083743171,9.35183579,26.77992548,1,13.65607077,0
11,female,division,advanced,15,10,5,3,2,3,0,3,0,0,0,41.40583196,38.50465261,72.21571191,0,8,15.31336582,0
4,male,addition,beginner,15,5,10,0,3,5,3,0,1,5,2,0,10.23599756,9.23751711,7.287509124,8,25.91545036,0
11,female,multipication,beginner,15,8,7,1,5,2,0,0,2,0,0,4.791822898,21.14541633,39.07772933,0,0,4.867910147,0
14,female,addition,intermediate,15,12,3,4,3,1,1,0,2,0,1,10.50951572,14.55944968,9.874112557,2.550911862,3,16.51922106,0
15,male,substraction,intermediate,15,6,9,5,4,2,0,1,3,1,0,9.154354049,17.43215958,20.19206361,0,9,15.66704371,0
15,male,substraction,intermediate,15,0,15,3,3,5,2,0,0,1,1,8.581949409,19.98429545,18.73343895,36.27677134,2,28.98045678,0
7,male,multipication,advanced,15,12,3,2,1,1,5,1,0,1,2,103.4472035,21.26520369,5.027501172,78.07658081,10,38.58047461,1
7,female,substraction,beginner,15,15,0,3,1,3,2,2,0,3,1,3.94268667,11.58692347,17.04664901,35.01912601,10,1.694819364,1
6,female,substraction,intermediate,15,13,2,1,3,1,2,0,1,1,0,5.400222075,17.65222882,13.50259524,35.40093271,8,12.57340038,1
7,female,addition,intermediate,15,15,0,1,1,3,5,0,1,2,1,1.24126895,1.283579372,20.06741126,19.78959429,9,14.87342045,1
13,male,division,beginner,15,14,1,2,2,2,1,2,1,0,1,26.33708507,11.86867197,41.06672433,3.203588931,7,14.3190287,1
6,female,multipication,beginner,15,13,2,1,1,2,2,1,0,0,2,19.37692585,31.59608713,34.1272806,38.5026609,8,0.687533042,1
9,female,addition,advanced,15,15,0,2,3,2,3,0,3,0,0,4.69157413,9.251810925,13.90957043,19.81870646,10,35.34323324,1
12,female,addition,beginner,15,15,0,1,2,3,5,1,1,2,0,2.591407538,7.935885377,11.71239466,12.68014025,8,14.70795615,1
9,female,substraction,beginner,15,14,1,3,1,1,4,2,1,1,3,1.565349704,11.69551973,24.28825621,22.47454842,7,0.891772974,1
13,male,division,beginner,15,13,2,1,1,2,3,1,1,2,2,15.18635162,18.3104371,29.69567524,23.27552112,10,4.860348379,1
10,female,multipication,advanced,15,14,1,1,2,3,1,0,0,0,0,55.20127549,65.71192016,121.4440238,62.67242426,10,28.59051662,1
11,female,addition,beginner,15,12,3,2,2,2,1,0,0,0,0,2.993268942,11.2121859,15.92714247,30.04750177,10,3.007523123,1
10,male,division,beginner,15,13,2,2,1,1,5,2,1,0,5,22.09471536,21.39819013,1.989913919,35.66172705,9,6.585095047,1
7,female,division,intermediate,15,15,0,1,1,2,3,0,1,1,2,22.29093958,31.76536678,28.36196161,45.70710217,8,24.40390421,1
5,female,substraction,intermediate,15,12,3,2,3,3,4,2,1,2,4,6.958880559,14.44670425,21.79089295,18.02074275,10,2.419872796,1
10,female,multipication,intermediate,15,12,3,2,3,3,1,1,0,0,0,41.00394183,33.11954837,71.0989396,24.25006522,10,8.3480611,1
4,female,division,advanced,15,12,3,2,2,3,1,1,2,2,1,27.84509632,65.83340753,67.72579521,35.81387341,8,8.107337728,1
8,female,substraction,advanced,15,14,1,2,1,1,2,2,1,0,1,28.67424151,30.87724677,31.97490124,56.16608402,7,17.39069596,1
5,female,division,beginner,15,12,3,2,1,2,5,2,1,0,0,17.28978926,22.65316729,18.86768821,38.00725088,8,4.107605999,1
7,male,division,advanced,15,12,3,2,3,2,1,0,1,1,0,41.19930635,54.34227061,110.0932686,11.35690522,9,35.34992962,1
10,female,division,intermediate,15,15,0,1,3,3,2,0,3,0,0,63.07696581,26.48626339,65.11879843,68.49259214,9,19.08041109,1
11,female,addition,advanced,15,15,0,3,3,2,1,2,2,0,1,4.44514357,31.0503166,15.63706373,36.24883892,10,29.68391014,1
9,male,division,beginner,15,12,3,2,1,2,1,0,1,1,1,19.5762592,18.30117657,37.00107772,19.94835478,7,25.92189342,1
15,female,division,beginner,15,15,0,2,2,2,5,1,1,1,1,20.65186637,11.62767181,27.32267507,26.52614031,10,7.481645089,1
8,male,substraction,advanced,15,14,1,2,2,1,3,0,1,0,2,8.87839963,29.30878895,38.50911556,38.5850093,8,26.69290816,1
8,female,substraction,intermediate,15,15,0,1,1,2,3,0,1,1,0,4.577437921,20.82759853,17.09908815,24.30097769,8,16.93872878,1
12,female,division,intermediate,15,14,1,1,3,3,5,1,0,0,3,22.17161031,45.62591547,61.60691158,60.92387506,9,23.76588271,1
13,male,substraction,intermediate,15,14,1,1,2,2,4,0,0,2,4,10.02093317,9.881659449,12.44370011,21.49200427,8,9.969879398,1
5,female,division,beginner,15,14,1,2,2,1,3,2,0,1,1,28.34706416,30.22556126,6.341883228,37.08021086,8,22.06429243,1
15,male,substraction,advanced,15,12,3,1,2,2,1,0,0,1,1,21.70608655,22.5232024,38.64382424,49.6627427,10,21.37314403,1
14,male,addition,beginner,15,13,2,1,2,3,1,0,1,0,0,1.952325326,1.566871973,16.77154592,36.43342219,9,27.28462976,1
14,male,addition,intermediate,15,13,2,2,1,3,5,1,0,1,2,9.359755533,3.717328987,24.21138678,26.50285721,10,5.438693374,1
11,female,division,advanced,15,12,3,3,2,2,1,1,0,0,0,71.36983691,102.1437985,50.11018594,39.97237544,9,25.7083489,1
14,female,division,intermediate,15,12,3,2,1,2,3,1,0,0,2,32.43173567,51.53589774,73.82868566,81.48949879,10,8.549413956,1
6,female,division,advanced,15,14,1,3,1,3,5,2,1,2,3,94.17842192,23.92411354,20.34012939,55.83029768,7,16.2905224,1
6,male,addition,beginner,15,14,1,3,1,3,1,1,1,0,1,3.186855822,6.91466868,12.44380242,31.95563323,7,22.19019209,1
13,female,division,advanced,15,12,3,3,3,3,5,0,0,2,5,80.56981087,50.64294523,45.92548729,71.39038357,7,19.60669778,1
9,female,addition,beginner,15,12,3,2,3,3,2,0,2,0,0,1.797482737,6.898826559,10.06902177,32.56082669,8,19.74568471,1
8,male,division,beginner,15,14,1,3,3,2,2,0,3,1,0,18.97313166,21.69286359,23.57265151,12.99413561,10,21.1239992,1
7,male,division,intermediate,15,15,0,3,1,2,3,2,1,0,3,35.95198276,58.26477831,40.82588431,37.30807179,7,13.56785182,1
5,female,division,advanced,15,13,2,1,1,3,1,1,0,0,0,109.6261789,20.56377697,40.42214954,68.78824558,10,29.09447644,1
6,female,multipication,beginner,15,12,3,2,3,3,2,1,0,2,2,3.696105852,14.61759248,23.84286162,41.5496921,10,23.13600117,1
15,male,division,beginner,15,15,0,2,2,2,2,0,2,1,1,15.03425542,3.079387202,35.91681853,21.98865713,10,6.633190301,1
8,female,multipication,intermediate,15,14,1,2,1,2,2,1,0,2,2,34.01800339,20.66189553,42.44933878,39.56416698,9,5.319501393,1
4,male,multipication,beginner,15,14,1,3,3,2,4,2,2,0,1,19.2853953,9.589394811,23.8901782,23.49652077,10,10.98728617,1
15,male,division,advanced,15,15,0,3,3,1,4,1,0,1,1,46.66818591,37.93578964,128.3934025,88.6771251,7,36.25668292,1
6,male,division,beginner,15,13,2,2,1,2,5,2,1,0,2,2.489487384,24.23394233,7.011451412,19.77168131,8,28.81882087,1
3,female,division,advanced,15,12,3,1,1,1,3,0,0,0,2,90.64982501,45.14295729,24.04008147,79.0982652,7,29.34619131,1
12,female,multipication,advanced,15,13,2,3,1,2,4,1,1,1,1,46.49518963,75.28053257,43.58054692,92.59655817,10,22.54506307,1
3,female,substraction,intermediate,15,12,3,2,1,3,4,0,1,0,0,11.51098679,9.736623328,15.25733426,21.47760838,8,26.27705094,1
6,male,substraction,advanced,15,12,3,1,1,2,5,0,1,0,5,39.20424547,17.80823919,41.45113,15.92851719,7,36.26793353,1
3,female,multipication,advanced,15,15,0,2,2,2,2,2,2,2,2,68.28419999,75.80976384,42.35601564,43.23999658,8,21.59141457,1
13,female,multipication,intermediate,15,12,3,3,1,1,3,1,0,1,3,52.80276663,22.27552765,33.87242487,34.82385099,9,13.59904917,1
9,male,addition,advanced,15,15,0,2,1,3,5,1,0,1,5,17.5602806,6.175434074,23.59681113,32.08874366,9,24.83390948,1
3,male,addition,beginner,15,13,2,1,3,1,5,0,1,0,5,3.144989223,5.826368959,15.42617833,27.20907506,10,4.686901637,1
7,female,division,intermediate,15,13,2,2,2,2,1,0,0,2,0,28.46636317,21.73176036,69.21534565,20.93813655,8,15.87800708,1
6,female,multipication,advanced,15,15,0,1,2,1,2,0,0,1,0,22.48367627,38.29474076,91.50843433,89.57715061,7,30.02225431,1
7,male,substraction,advanced,15,12,3,3,1,1,4,2,0,0,4,16.79644482,12.01475893,45.16297473,28.66511402,10,39.29857113,1
8,female,multipication,advanced,15,15,0,1,3,1,3,0,3,1,0,112.1213499,69.02996874,124.26477,62.90208493,8,8.715659956,1
4,female,substraction,intermediate,15,15,0,1,3,3,4,1,0,0,2,12.16358277,13.90643396,20.62874731,19.09392564,10,17.86925772,1
3,female,substraction,advanced,15,15,0,2,2,1,3,2,0,0,2,6.783542355,43.64388392,22.35840253,39.64465618,8,14.25300005,1
12,female,multipication,beginner,15,15,0,1,1,3,4,0,1,3,4,25.88779486,20.03003005,18.27463291,20.06569772,10,8.495313382,1
8,female,addition,advanced,15,15,0,1,3,3,5,1,3,1,2,19.97182758,21.7589444,28.10134565,24.2708731,10,35.93714839,1
9,female,multipication,intermediate,15,13,2,1,3,3,5,1,3,2,4,36.47695152,28.68029999,40.23994584,58.06023425,9,29.84914275,1
3,male,division,advanced,15,15,0,3,3,1,1,3,3,1,1,25.87330346,95.27697214,11.11908974,30.08254398,8,36.31445583,1
12,male,addition,advanced,15,13,2,1,2,2,5,0,2,0,2,23.51873018,21.75494314,25.76508812,35.11316702,9,9.816361661,1
3,female,addition,beginner,15,14,1,1,2,2,4,0,0,1,0,2.109473353,11.62821576,12.67968114,15.11063221,10,26.78442439,1
14,male,addition,beginner,15,14,1,3,2,1,2,2,2,1,1,2.490677732,11.51296572,20.20911861,25.85753738,9,14.91698943,1
4,male,multipication,beginner,15,12,3,2,3,2,3,2,3,2,1,13.18050933,23.74949168,15.32756344,31.19199299,9,23.76481242,1
5,female,multipication,beginner,15,15,0,2,2,2,2,0,0,2,1,7.543843749,7.360894431,28.14232064,44.34706419,7,13.88028767,1
6,female,division,intermediate,15,12,3,2,2,2,5,2,2,2,0,40.25740692,11.41343908,30.98233377,42.88148337,9,13.65701445,1
10,male,substraction,advanced,15,14,1,3,1,2,3,0,0,2,1,30.24443855,35.9178276,38.38893423,46.58527595,7,26.10672209,1
12,male,multipication,intermediate,15,12,3,3,1,3,3,1,1,3,0,50.64367995,47.58657031,45.5553359,41.87836313,9,21.1014247,1
13,female,division,beginner,15,12,3,2,3,1,5,1,0,1,1,17.15015705,32.82560625,32.15450222,37.40991841,8,5.090793262,1
13,female,addition,advanced,15,13,2,2,2,1,5,2,2,0,0,16.5709373,44.63194041,3.125927794,42.19409844,8,18.45206588,1
15,female,substraction,beginner,15,15,0,3,2,2,5,0,2,1,2,3.003128867,8.370281767,17.23951074,13.48460048,8,5.743257186,1
4,female,division,advanced,15,15,0,1,3,2,1,1,1,2,1,110.8347984,56.67265637,111.8903538,144.4091191,9,22.59805728,1
5,female,multipication,advanced,15,15,0,2,2,2,1,2,2,0,0,74.77247894,11.46335664,86.71902531,89.31655181,10,31.17419396,1
10,male,addition,intermediate,15,14,1,2,1,3,4,0,1,1,1,9.446772248,15.02608287,14.87203374,25.97993333,8,19.00958203,1
14,female,substraction,intermediate,15,12,3,2,1,3,1,0,0,0,1,10.20800687,19.32628684,22.29505753,40.00359407,7,18.21215514,1
8,male,substraction,intermediate,15,12,3,2,2,3,4,0,0,3,2,7.112804558,9.099961357,28.88976268,21.28319428,10,18.79584019,1
3,male,division,advanced,15,14,1,1,2,3,2,1,0,3,1,71.17532214,79.46512251,78.78741397,94.26987537,8,5.936657605,1
6,male,substraction,advanced,15,15,0,2,1,3,1,2,1,0,0,25.00601182,32.12199063,35.88867052,40.94061369,8,12.79979303,1
11,female,multipication,beginner,15,14,1,2,2,1,4,1,2,1,4,22.50395928,28.12905905,49.80116312,47.75983935,8,13.29843986,1
8,female,division,beginner,15,13,2,2,3,3,4,2,2,1,1,19.22950251,23.88838294,22.30632769,21.5921539,10,6.002066981,1
9,female,substraction,intermediate,15,14,1,1,1,2,1,1,0,2,0,3.935953905,20.99558587,12.3083272,9.943870036,10,1.846687951,1
11,male,division,beginner,15,14,1,2,1,2,5,2,1,0,3,20.33813622,37.01918654,24.88170986,45.21701082,9,21.67412558,1
10,male,addition,advanced,15,14,1,2,2,1,1,0,2,0,0,29.47325181,46.91385064,29.68968663,1.112874416,8,26.70564176,1
4,female,division,beginner,15,15,0,3,3,1,2,3,1,1,0,10.60649067,23.34261392,40.17550079,19.28914713,7,16.93238867,1
4,male,substraction,advanced,15,14,1,2,3,1,2,1,1,1,1,23.94658449,18.46750237,28.19604279,40.97658115,10,15.97511222,1
11,female,substraction,beginner,15,14,1,3,2,2,1,0,1,0,0,3.222931985,7.773411486,14.06422255,10.60593072,8,19.08012214,1
14,male,multipication,beginner,15,13,2,2,1,3,1,0,0,2,1,19.62825061,9.084325193,29.45002896,30.32713744,10,21.86719347,1
12,male,division,intermediate,15,13,2,3,3,3,4,1,1,2,0,38.04409597,28.53135902,32.45619346,56.74863536,8,11.44624588,1
10,male,addition,intermediate,15,14,1,3,1,3,1,0,1,3,1,10.01585436,5.08588204,22.64402332,31.92221296,10,2.315031152,1
7,female,multipication,intermediate,15,15,0,2,1,2,5,2,1,1,3,52.5877849,51.39263488,74.87892102,69.93112244,9,29.19655133,1
12,male,division,intermediate,15,13,2,3,3,1,5,2,2,0,2,22.12000327,44.50886557,41.08084486,48.25157373,8,12.44375828,1
9,female,substraction,advanced,15,14,1,1,2,3,1,0,2,0,1,28.61375483,21.18763033,26.93229778,21.10299445,9,13.9181511,1
3,female,multipication,beginner,15,14,1,1,1,3,4,1,1,2,1,28.40487585,35.63690229,38.53179154,33.12593497,7,1.863209329,1
11,female,addition,beginner,15,13,2,2,2,2,4,1,0,0,2,3.145441268,14.4032182,16.56747147,21.53582988,9,23.96763131,1
4,male,addition,beginner,15,15,0,2,3,1,4,2,2,0,3,3.889819229,8.212522769,18.51238285,21.56924742,8,29.32148074,1
5,male,multipication,intermediate,15,15,0,2,1,2,3,2,0,0,1,34.86065151,3.619103523,31.27805387,46.85461354,10,1.379399943,1
10,female,division,advanced,15,14,1,2,3,2,3,2,0,0,1,27.01111242,82.27482619,46.49338777,50.02052902,8,10.27180612,1
9,female,substraction,advanced,15,15,0,1,1,3,3,1,1,1,2,9.917704738,30.13532056,18.65990199,52.00295546,10,27.65770452,1
3,female,addition,advanced,15,12,3,2,2,2,2,0,0,2,2,10.03436889,32.80938427,8.701605847,31.20987717,7,28.80387756,1
9,male,division,intermediate,15,13,2,1,2,1,4,0,1,1,3,14.07837417,32.39037744,15.48535166,50.95106078,8,14.84797039,1
3,male,division,beginner,15,12,3,2,1,2,5,2,0,2,2,11.27730221,5.885736241,18.00065598,42.0131155,10,9.982939797,1
10,female,multipication,beginner,15,13,2,3,1,1,3,1,0,1,3,9.09550369,6.460213589,18.68701524,28.99372806,7,9.646071822,1
4,female,substraction,beginner,15,12,3,3,1,3,4,1,0,0,0,3.595671709,11.39066405,12.52866669,25.60387572,8,2.621486977,1
3,male,addition,beginner,15,14,1,2,2,3,5,2,0,0,4,3.801138739,12.49254966,12.67092046,22.04833918,9,19.23072937,1
15,male,addition,beginner,15,15,0,3,1,2,3,0,0,2,3,3.185737141,8.16545872,8.471885693,14.22999496,7,22.70028527,1
5,male,multipication,beginner,15,12,3,1,1,2,4,0,1,2,2,25.29414651,7.482287555,12.5466291,38.28807513,10,19.71033571,1
7,male,multipication,advanced,15,15,0,2,2,3,5,2,1,2,3,60.62549583,104.1921948,104.2556288,79.75439358,8,32.79420659,1
9,female,addition,advanced,15,14,1,2,1,3,1,1,1,0,1,15.82355535,41.40694417,30.02231787,61.9837091,7,38.72561591,1
12,male,division,advanced,15,15,0,3,3,1,2,2,2,1,2,105.1816282,87.93592935,66.18038305,115.5721228,8,23.03312324,1
11,male,division,beginner,15,14,1,3,3,1,3,1,2,0,2,18.76359325,23.48264474,38.18730316,37.9762204,9,2.403343136,1
12,female,division,advanced,15,14,1,3,3,3,5,0,0,1,2,47.26840185,86.92119384,34.29515643,83.27545264,8,17.38046683,1
15,female,division,advanced,15,14,1,3,2,3,1,1,0,2,1,60.0106611,29.95807736,87.57287975,27.60472412,8,13.00986202,1
3,male,substraction,intermediate,15,13,2,1,2,1,1,0,2,1,1,3.812847406,14.39181628,28.84293983,17.45264238,10,7.384166464,1
3,female,addition,advanced,15,14,1,1,2,2,3,0,0,1,3,25.60290236,35.20741619,41.04052883,27.02661773,7,10.29763989,1
15,male,substraction,beginner,15,13,2,2,1,1,1,1,1,1,0,3.068917907,2.721739471,25.67964521,2.240921443,8,24.00302301,1
3,male,substraction,beginner,15,12,3,1,1,2,5,1,0,0,5,3.836006967,4.848599395,6.842311938,21.0219703,10,14.47616143,1
4,female,addition,beginner,15,12,3,3,1,1,1,3,0,1,0,3.774352831,8.070517616,25.56786059,38.64044654,9,28.76131252,1
14,male,multipication,beginner,15,13,2,3,2,3,1,0,0,1,0,14.71967672,23.24248378,25.01944722,12.99466094,9,14.61565317,1
