quiz_time,quiz_score,piano_time,piano_key_count,drawing_time,drawing_similarity,gender,age,talent,quiz_efficiency,piano_efficiency,drawing_efficiency
519,3,499.571,348,1180,57.7,F,17,Piano,0.005780346820809248,0.6965976808101351,0.04889830508474576
544,5,486.055,321,1168,65.7,M,8,Piano,0.009191176470588236,0.6604190883747724,0.05625
842,3,540.918,349,362,60.1,F,5,Piano,0.0035629453681710215,0.6451994572190239,0.1660220994475138
590,2,359.388,323,594,57.4,F,14,Piano,0.003389830508474576,0.8987500973877816,0.09663299663299663
1186,3,543.973,142,1028,75.7,F,10,Drawing,0.002529510961214165,0.2610423679116427,0.07363813229571985
345,9,641.477,61,983,75.5,F,18,Quiz,0.02608695652173913,0.09509304308650193,0.0768056968463886
853,3,370.738,52,667,76.1,M,8,Drawing,0.0035169988276670576,0.14026077715259833,0.11409295352323837
389,2,300.052,274,1087,52.4,F,15,Piano,0.005141388174807198,0.9131750496580592,0.048206071757129716
1049,10,548.077,71,945,63.5,F,7,Quiz,0.009532888465204958,0.12954384146753103,0.0671957671957672
563,1,261.924,431,1138,41.9,M,10,Piano,0.0017761989342806395,1.6455154930437839,0.036818980667838314
655,10,544.12,130,980,89.6,M,12,Quiz,0.015267175572519083,0.238917885760494,0.09142857142857143
525,5,450.577,292,330,67.4,F,17,Drawing,0.009523809523809525,0.6480579346038524,0.20424242424242425
1299,10,608.459,134,1196,71.5,M,16,Quiz,0.007698229407236336,0.22022847882930488,0.059782608695652176
319,7,361.36,335,925,64.4,F,11,Quiz,0.0219435736677116,0.9270533539960151,0.06962162162162162
730,10,537.327,149,502,89.8,F,12,Quiz,0.0136986301369863,0.27729855376707296,0.17888446215139442
891,5,463.687,89,833,58.1,M,5,Quiz,0.005611672278338945,0.19193982147439975,0.06974789915966387
148,6,238.768,215,1161,51.9,M,5,Quiz,0.04054054054054054,0.9004556724519198,0.04470284237726098
270,3,317.646,220,895,55.6,F,6,Piano,0.011111111111111112,0.6925949012422634,0.06212290502793296
553,8,291.621,116,896,60.6,M,10,Quiz,0.014466546112115732,0.3977765661595016,0.06763392857142857
648,8,347.433,125,872,45.8,F,12,Quiz,0.012345679012345678,0.35978159817864164,0.05252293577981651
280,3,508.048,70,447,71.0,F,18,Drawing,0.010714285714285714,0.13778225679463357,0.15883668903803133
616,10,338.246,121,678,66.7,F,16,Quiz,0.016233766233766232,0.35772780757200384,0.09837758112094395
618,0,474.232,97,610,91.2,M,14,Drawing,0.0,0.2045412372003576,0.1495081967213115
761,5,302.538,193,800,51.1,M,17,Piano,0.006570302233902759,0.6379363914615684,0.063875
1009,7,630.696,355,435,79.7,F,6,Quiz,0.006937561942517344,0.5628702259091543,0.1832183908045977
315,1,410.184,79,704,74.6,F,17,Drawing,0.0031746031746031746,0.1925964932810641,0.10596590909090908
1525,9,664.952,140,616,100.0,M,15,Drawing,0.005901639344262295,0.21054151277084662,0.16233766233766234
760,0,487.849,196,814,85.9,M,15,Piano,0.0,0.40176366047690987,0.10552825552825554
631,10,395.54,52,648,74.1,M,15,Quiz,0.01584786053882726,0.13146584416241086,0.11435185185185184
567,7,476.636,102,994,64.9,F,5,Quiz,0.012345679012345678,0.21399978180414403,0.06529175050301811
407,0,295.585,65,353,51.6,F,7,Drawing,0.0,0.21990290440989904,0.1461756373937677
486,7,310.269,131,539,68.6,M,12,Quiz,0.01440329218106996,0.4222142721316019,0.12727272727272726
1056,4,485.738,107,385,97.7,M,9,Drawing,0.003787878787878788,0.22028336263582426,0.25376623376623375
389,10,562.755,129,596,80.8,M,17,Quiz,0.02570694087403599,0.22922941599808086,0.13557046979865772
269,5,406.869,254,899,69.5,M,5,Drawing,0.01858736059479554,0.6242795592684622,0.07730812013348165
806,5,289.46,329,1121,56.9,F,5,Quiz,0.00620347394540943,1.136599184688731,0.05075825156110615
492,5,411.147,108,436,66.8,F,15,Piano,0.01016260162601626,0.26267977146859883,0.1532110091743119
311,10,454.941,401,1197,76.9,M,14,Quiz,0.03215434083601286,0.8814329770233943,0.06424394319131162
496,7,292.737,245,1159,57.7,M,13,Quiz,0.014112903225806451,0.8369287107540214,0.049784296807592755
618,7,473.198,255,526,68.1,M,6,Piano,0.011326860841423949,0.5388864703570176,0.129467680608365
299,4,258.598,144,879,45.8,F,10,Quiz,0.013377926421404682,0.5568488542061423,0.052104664391353805
68,5,323.172,447,558,67.0,M,6,Piano,0.07352941176470588,1.3831643830529872,0.12007168458781362
734,5,463.884,271,730,95.5,F,5,Quiz,0.006811989100817439,0.5841977735813263,0.13082191780821917
300,0,537.783,250,468,71.6,F,5,Drawing,0.0,0.4648715188096314,0.15299145299145298
531,0,591.084,410,641,89.4,M,15,Drawing,0.0,0.6936408361586509,0.13946957878315133
818,10,361.293,90,1168,74.4,M,6,Quiz,0.012224938875305624,0.24910529680896115,0.0636986301369863
808,8,486.165,98,711,65.0,M,5,Quiz,0.009900990099009901,0.20157765367724947,0.09142053445850915
694,10,402.655,133,991,80.0,F,8,Quiz,0.01440922190201729,0.33030758341508243,0.08072653884964683
667,2,321.172,346,429,78.3,F,13,Drawing,0.0029985007496251873,1.0773043727348586,0.1825174825174825
157,7,410.338,133,1072,54.4,F,10,Quiz,0.044585987261146494,0.3241230400304139,0.050746268656716415
1097,4,337.101,80,819,92.0,M,7,Drawing,0.0036463081130355514,0.23731759917650794,0.11233211233211234
774,0,460.145,396,643,56.5,M,11,Piano,0.0,0.8605982896695608,0.08786936236391912
312,2,414.931,92,1126,72.5,F,10,Drawing,0.00641025641025641,0.2217236118776375,0.06438721136767318
378,6,385.582,147,668,53.9,M,11,Drawing,0.015873015873015872,0.381241862950034,0.08068862275449101
596,4,250.887,234,321,66.8,M,8,Piano,0.006711409395973154,0.932690812995492,0.20809968847352023
515,7,449.961,71,839,100.0,M,11,Drawing,0.013592233009708738,0.15779145303704098,0.11918951132300358
394,6,276.001,55,1081,57.2,F,16,Quiz,0.015228426395939087,0.19927464030927425,0.05291396854764108
501,8,326.26,115,697,66.4,M,18,Quiz,0.015968063872255488,0.35247961748298906,0.09526542324246773
729,0,447.139,348,710,88.3,F,12,Drawing,0.0,0.7782814739935456,0.12436619718309859
757,5,386.886,234,1069,43.0,M,8,Quiz,0.0066050198150594455,0.6048293295699508,0.040224508886810104
720,4,385.044,113,624,67.9,F,13,Drawing,0.005555555555555556,0.29347295374035176,0.10881410256410258
767,5,312.131,85,533,50.1,M,7,Quiz,0.00651890482398957,0.2723215572948538,0.09399624765478425
373,4,276.419,380,918,50.6,M,10,Quiz,0.010723860589812333,1.3747246028673863,0.055119825708061
1475,2,576.639,147,452,100.0,F,5,Drawing,0.0013559322033898306,0.25492552532867185,0.22123893805309736
756,6,456.093,60,620,92.9,M,8,Quiz,0.007936507936507936,0.13155211766021402,0.14983870967741936
483,4,629.611,95,647,92.2,F,17,Drawing,0.008281573498964804,0.15088681741583296,0.14250386398763523
499,10,393.54,92,881,72.1,F,15,Quiz,0.02004008016032064,0.2337754739035422,0.081838819523269
394,5,467.541,61,475,42.8,F,11,Quiz,0.012690355329949238,0.13046984114762128,0.09010526315789473
763,5,463.204,368,358,68.6,M,5,Piano,0.00655307994757536,0.7944663690296284,0.19162011173184357
505,6,373.388,205,510,50.4,M,7,Piano,0.011881188118811881,0.5490267496545149,0.0988235294117647
747,10,321.04,68,756,71.4,F,7,Drawing,0.013386880856760375,0.2118116122601545,0.09444444444444446
1186,6,560.097,146,767,67.4,F,14,Piano,0.00505902192242833,0.26066913409641546,0.0878748370273794
944,6,379.11,345,397,84.1,F,11,Drawing,0.006355932203389831,0.9100261137928305,0.2118387909319899
665,5,414.18,288,407,74.0,M,8,Piano,0.007518796992481203,0.6953498478922208,0.18181818181818182
568,5,402.149,145,708,79.7,F,11,Quiz,0.008802816901408451,0.3605628759489642,0.11257062146892656
489,0,263.283,106,443,57.6,F,5,Drawing,0.0,0.402608599871621,0.13002257336343115
431,6,279.314,371,1081,52.1,F,18,Drawing,0.013921113689095127,1.3282542228459726,0.04819611470860315
856,3,472.975,116,956,61.0,F,7,Quiz,0.0035046728971962616,0.24525609175960672,0.06380753138075314
433,3,417.728,80,504,76.0,M,11,Drawing,0.006928406466512702,0.1915121801746591,0.15079365079365079
1025,3,697.337,412,980,91.7,F,5,Drawing,0.002926829268292683,0.5908190731310686,0.09357142857142857
695,0,343.815,377,738,49.8,M,5,Piano,0.0,1.096519930776726,0.06747967479674796
521,1,292.284,85,965,79.4,M,6,Drawing,0.0019193857965451055,0.2908130448467929,0.082279792746114
719,7,710.036,345,475,86.2,M,6,Quiz,0.009735744089012517,0.48589085623827527,0.18147368421052631
455,4,472.816,262,982,66.8,M,14,Piano,0.008791208791208791,0.5541267638996988,0.0680244399185336
829,5,507.253,106,931,69.4,F,5,Piano,0.006031363088057901,0.2089687000372595,0.07454350161117079
504,5,312.675,142,912,58.7,M,9,Quiz,0.00992063492063492,0.45414567842008474,0.0643640350877193
945,6,452.177,387,639,88.1,F,16,Quiz,0.006349206349206349,0.8558595417281285,0.1378716744913928
520,6,358.118,133,371,61.6,M,13,Piano,0.011538461538461539,0.37138596775364546,0.1660377358490566
1112,0,554.183,109,618,91.6,M,15,Drawing,0.0,0.19668593226425207,0.14822006472491908
510,4,389.28,293,751,55.8,M,8,Piano,0.00784313725490196,0.7526715988491575,0.07430093209054593
600,7,309.531,118,456,60.4,F,17,Quiz,0.011666666666666667,0.38122191315247905,0.1324561403508772
697,2,371.28,340,494,46.5,M,9,Piano,0.0028694404591104736,0.9157509157509158,0.09412955465587045
692,6,302.966,54,427,68.5,F,12,Quiz,0.008670520231213872,0.17823782206584238,0.16042154566744732
1094,6,475.212,129,734,74.9,M,8,Piano,0.005484460694698354,0.2714577914699124,0.10204359673024524
684,6,272.714,108,997,50.6,M,12,Drawing,0.008771929824561403,0.39601927293794964,0.050752256770310936
887,5,535.879,141,493,70.7,M,14,Piano,0.005636978579481398,0.263119099647495,0.14340770791075053
789,5,454.946,310,1045,78.8,M,18,Piano,0.0063371356147021544,0.6813995507159091,0.0754066985645933
921,6,467.014,62,371,68.3,M,15,Quiz,0.006514657980456026,0.13275833272664203,0.18409703504043126
440,5,428.292,64,761,58.3,F,13,Quiz,0.011363636363636364,0.1494307621902814,0.07660972404730618
679,9,402.84,220,600,42.4,M,7,Quiz,0.013254786450662739,0.5461225300367392,0.07066666666666667
77,2,304.802,366,1079,51.9,M,9,Piano,0.025974025974025976,1.2007795224440783,0.04810009267840593
944,5,429.203,96,981,91.1,F,12,Drawing,0.005296610169491525,0.22367038441017423,0.0928644240570846
997,10,533.077,375,974,82.5,M,10,Quiz,0.010030090270812437,0.7034631019533764,0.08470225872689939
614,5,341.4,128,1113,42.0,F,15,Quiz,0.008143322475570033,0.37492677211482134,0.03773584905660377
707,7,589.229,392,1033,97.0,F,12,Piano,0.009900990099009901,0.6652761490014917,0.09390125847047434
864,5,394.312,134,853,64.6,M,12,Quiz,0.005787037037037037,0.3398324169693035,0.0757327080890973
693,5,666.623,99,1084,86.2,M,7,Drawing,0.007215007215007215,0.14850972738714385,0.07952029520295203
794,0,553.597,123,1084,96.0,F,15,Drawing,0.0,0.2221832849527725,0.08856088560885608
518,8,302.052,93,1058,56.0,M,15,Quiz,0.015444015444015444,0.3078940050057606,0.052930056710775046
628,9,603.525,248,1167,73.1,M,16,Quiz,0.014331210191082803,0.4109191831324303,0.06263924592973436
864,0,352.036,335,1135,80.1,F,10,Piano,0.0,0.9516072219886602,0.0705726872246696
603,1,423.291,140,887,90.6,M,12,Drawing,0.001658374792703151,0.33074173559088194,0.10214205186020292
1147,5,321.543,388,353,85.1,M,12,Drawing,0.004359197907585004,1.2066815324855462,0.24107648725212463
423,10,414.19,335,1044,70.1,M,18,Quiz,0.02364066193853428,0.8088075520896207,0.06714559386973179
1162,4,657.272,255,467,74.7,M,16,Piano,0.0034423407917383822,0.3879672342652661,0.1599571734475375
853,6,404.362,123,404,87.8,F,16,Drawing,0.007033997655334115,0.30418288563218104,0.21732673267326733
1090,2,619.993,303,550,84.1,M,11,Drawing,0.001834862385321101,0.48871519517155837,0.1529090909090909
1094,5,494.16,337,965,72.1,M,11,Piano,0.004570383912248629,0.6819653553504937,0.07471502590673575
293,8,421.494,345,1063,36.7,F,10,Piano,0.027303754266211604,0.8185169895656877,0.03452492944496708
727,5,567.232,118,489,78.4,M,11,Drawing,0.0068775790921595595,0.20802775583888075,0.1603271983640082
713,5,531.418,133,427,94.4,M,11,Drawing,0.0070126227208976155,0.2502737957690556,0.22107728337236535
485,0,669.014,162,888,67.0,M,15,Piano,0.0,0.2421473990080925,0.07545045045045046
592,9,605.451,50,554,78.4,M,6,Drawing,0.015202702702702704,0.08258306617711425,0.14151624548736463
624,4,317.384,68,606,68.5,F,15,Quiz,0.00641025641025641,0.2142515060620573,0.11303630363036303
278,5,439.94,70,709,62.7,M,7,Quiz,0.017985611510791366,0.1591126062644906,0.08843441466854725
468,5,474.924,361,729,63.5,F,15,Piano,0.010683760683760684,0.7601216194591135,0.08710562414266118
587,0,366.764,215,400,55.3,F,17,Piano,0.0,0.5862080247788769,0.13824999999999998
1005,7,605.853,350,657,81.4,M,11,Piano,0.006965174129353234,0.5776978904123607,0.12389649923896501
766,3,362.992,125,430,60.5,F,13,Quiz,0.0039164490861618795,0.34436020628553793,0.14069767441860465
329,1,275.363,290,1117,63.2,M,15,Drawing,0.00303951367781155,1.053155289563231,0.05658012533572068
1002,9,498.072,148,620,85.1,F,9,Quiz,0.008982035928143712,0.2971457941823672,0.137258064516129
721,5,505.142,331,1001,100.0,M,6,Drawing,0.006934812760055479,0.6552612928641848,0.0999000999000999
437,2,408.101,425,840,45.1,M,11,Quiz,0.004576659038901602,1.0414088669226491,0.05369047619047619
442,1,434.83,71,682,95.9,M,14,Drawing,0.0022624434389140274,0.16328220223995585,0.1406158357771261
350,6,443.123,122,703,46.2,F,15,Quiz,0.017142857142857144,0.27531859100069284,0.06571834992887625
445,3,521.545,305,403,59.2,F,15,Piano,0.006741573033707865,0.5848009280119645,0.1468982630272953
735,9,416.495,73,849,67.4,M,6,Quiz,0.012244897959183673,0.17527221215140637,0.07938751472320378
510,3,466.292,92,332,77.2,M,12,Drawing,0.0058823529411764705,0.1973012618702444,0.23253012048192773
856,8,535.797,385,1059,100.0,M,12,Quiz,0.009345794392523364,0.7185557216632418,0.09442870632672333
551,3,454.091,144,308,44.9,F,7,Quiz,0.0054446460980036296,0.31711705363021947,0.1457792207792208
353,8,554.529,139,553,77.7,F,9,Quiz,0.0226628895184136,0.25066317541553285,0.14050632911392405
939,5,351.015,402,452,53.7,F,8,Piano,0.005324813631522897,1.1452502029827785,0.11880530973451328
400,4,289.825,111,362,43.5,M,11,Quiz,0.01,0.38298973518502544,0.12016574585635359
694,4,229.933,438,517,54.2,M,9,Piano,0.005763688760806916,1.9049027325351298,0.10483558994197292
654,2,303.699,285,903,57.5,F,14,Piano,0.0030581039755351682,0.9384291683541928,0.0636766334440753
757,5,541.048,74,497,86.2,F,8,Quiz,0.0066050198150594455,0.13677159882302495,0.1734406438631791
712,9,428.043,103,863,81.3,M,6,Quiz,0.012640449438202247,0.24063003016052126,0.09420625724217845
870,4,493.278,66,596,49.3,F,10,Quiz,0.004597701149425287,0.1337987909454709,0.08271812080536912
906,5,581.141,121,1098,100.0,M,17,Drawing,0.005518763796909493,0.20821108818686,0.09107468123861566
938,4,415.21,334,565,45.4,F,8,Quiz,0.0042643923240938165,0.8044122251390863,0.08035398230088495
499,4,350.678,175,584,94.0,M,9,Piano,0.008016032064128256,0.49903330120509415,0.16095890410958905
984,8,565.517,97,632,60.7,F,18,Quiz,0.008130081300813009,0.17152446345556366,0.09604430379746835
291,5,299.512,265,316,65.4,F,16,Drawing,0.01718213058419244,0.8847725633697481,0.20696202531645572
1086,6,420.191,84,508,87.9,M,16,Quiz,0.0055248618784530384,0.19990908896192447,0.17303149606299215
397,5,423.646,72,493,82.2,F,7,Drawing,0.012594458438287154,0.1699532156564679,0.1667342799188641
987,0,298.194,104,551,70.3,M,15,Drawing,0.0,0.3487662394280234,0.12758620689655173
824,7,610.089,202,1110,59.1,F,6,Quiz,0.00849514563106796,0.33109923306271705,0.05324324324324325
841,1,392.378,269,549,57.5,F,18,Piano,0.0011890606420927466,0.685563410792654,0.10473588342440801
1009,4,376.905,79,737,80.5,F,15,Drawing,0.003964321110009911,0.20960188907019012,0.10922659430122117
759,8,511.875,272,665,44.9,F,15,Quiz,0.010540184453227932,0.5313797313797314,0.0675187969924812
375,6,446.628,273,656,61.9,F,6,Quiz,0.016,0.6112469437652812,0.09435975609756098
287,5,434.512,299,1115,72.1,F,12,Piano,0.017421602787456445,0.6881282910483485,0.06466367713004484
440,10,262.513,298,661,56.4,F,18,Drawing,0.022727272727272728,1.1351818767070585,0.08532526475037822
378,2,417.15,103,862,92.0,F,12,Drawing,0.005291005291005291,0.2469135802469136,0.10672853828306264
772,6,373.748,222,540,73.8,F,13,Quiz,0.007772020725388601,0.593983111615313,0.13666666666666666
183,8,275.884,236,1155,58.3,M,18,Quiz,0.04371584699453552,0.8554319931565441,0.05047619047619047
132,0,283.406,113,734,47.5,F,8,Piano,0.0,0.39872126913332817,0.06471389645776567
554,3,359.148,225,882,69.9,M,15,Piano,0.005415162454873646,0.6264826756657422,0.07925170068027211
1077,4,599.063,106,1100,100.0,F,7,Drawing,0.003714020427112349,0.17694299264017307,0.09090909090909091
351,3,448.15,108,867,68.9,M,9,Drawing,0.008547008547008548,0.24099073970768717,0.07946943483275663
935,8,486.259,78,701,53.7,F,14,Quiz,0.008556149732620321,0.16040834205639382,0.07660485021398003
707,4,458.947,104,499,83.0,M,18,Drawing,0.005657708628005658,0.22660568649539053,0.16633266533066132
519,5,304.595,208,1074,62.6,M,6,Piano,0.009633911368015413,0.6828739802032207,0.05828677839851024
234,5,257.364,347,622,42.6,M,13,Piano,0.021367521367521368,1.3482849194137487,0.0684887459807074
697,9,514.551,144,815,67.0,F,5,Quiz,0.01291248206599713,0.27985564113178285,0.08220858895705521
960,2,363.531,337,940,54.6,M,5,Piano,0.0020833333333333333,0.9270186036404048,0.05808510638297872
859,8,586.816,274,434,67.3,M,8,Piano,0.009313154831199068,0.46692660050169044,0.15506912442396312
1082,0,440.097,412,456,74.4,F,14,Piano,0.0,0.9361572562412378,0.1631578947368421
984,10,388.247,260,602,63.0,F,6,Piano,0.01016260162601626,0.6696767779274534,0.10465116279069768
666,4,516.83,133,443,63.2,F,14,Quiz,0.006006006006006006,0.25733800282491337,0.14266365688487584
668,5,447.464,90,682,47.4,F,5,Quiz,0.0074850299401197605,0.2011334990077414,0.06950146627565983
518,6,456.935,59,528,76.2,F,13,Drawing,0.011583011583011582,0.12912120980008096,0.14431818181818182
771,2,246.298,155,706,60.8,F,15,Piano,0.0025940337224383916,0.6293189550869273,0.08611898016997167
615,3,311.091,110,449,78.4,M,11,Drawing,0.004878048780487805,0.35359428591633957,0.17461024498886416
599,5,227.299,52,1076,45.8,F,14,Quiz,0.008347245409015025,0.22877355377718336,0.042565055762081784
1260,7,408.595,56,394,73.4,F,9,Quiz,0.005555555555555556,0.13705503004197309,0.18629441624365484
1140,7,753.619,105,663,100.0,F,10,Quiz,0.0061403508771929825,0.13932769741739526,0.15082956259426847
465,6,369.111,388,1050,50.4,F,18,Quiz,0.012903225806451613,1.0511743079994906,0.048
1143,8,751.728,66,949,93.2,M,12,Quiz,0.00699912510936133,0.08779771406679013,0.0982086406743941
514,8,486.829,136,890,57.4,M,5,Quiz,0.01556420233463035,0.2793588713901596,0.0644943820224719
665,5,389.548,95,660,74.9,F,18,Quiz,0.007518796992481203,0.2438723854313204,0.1134848484848485
933,4,553.29,245,1005,100.0,F,13,Piano,0.004287245444801715,0.44280576189701604,0.09950248756218906
841,0,563.474,119,402,93.5,F,16,Drawing,0.0,0.21118986856536415,0.2325870646766169
502,5,294.809,109,722,59.6,M,15,Quiz,0.0099601593625498,0.3697309105217276,0.08254847645429363
515,8,495.675,312,304,85.9,F,5,Piano,0.015533980582524271,0.6294446966258133,0.2825657894736842
542,0,416.9,320,700,38.2,F,5,Piano,0.0,0.7675701607100024,0.054571428571428576
737,5,307.682,281,829,51.6,F,18,Drawing,0.0067842605156037995,0.9132805948999291,0.062243667068757544
830,8,346.466,51,943,73.6,M,6,Quiz,0.00963855421686747,0.14720059111139333,0.07804878048780488
783,10,637.188,362,946,98.8,M,5,Drawing,0.01277139208173691,0.5681211824453694,0.10443974630021141
1120,6,412.749,213,581,56.4,M,8,Quiz,0.005357142857142857,0.5160521285333217,0.09707401032702237
410,1,230.738,285,512,52.0,M,15,Piano,0.0024390243902439024,1.2351671592888904,0.1015625
272,2,343.747,116,651,49.8,F,17,Piano,0.007352941176470588,0.3374574905380992,0.07649769585253456
845,2,482.72,178,673,55.4,F,14,Piano,0.002366863905325444,0.36874378521710305,0.08231797919762258
858,0,398.48,147,864,56.5,M,5,Piano,0.0,0.36890182694238105,0.06539351851851852
1116,0,656.491,141,587,100.0,F,16,Drawing,0.0,0.21477826809506909,0.17035775127768313
278,8,563.133,84,1135,66.3,M,14,Quiz,0.02877697841726619,0.1491654724549973,0.058414096916299556
411,5,393.264,354,1146,62.8,M,14,Quiz,0.012165450121654502,0.9001586720371049,0.054799301919720766
642,1,356.89,97,448,66.3,F,11,Drawing,0.001557632398753894,0.27179242903976014,0.14799107142857143
482,4,370.432,354,517,54.0,M,5,Quiz,0.008298755186721992,0.9556409813407049,0.10444874274661509
859,7,456.698,262,502,59.8,M,13,Piano,0.008149010477299184,0.5736832655277667,0.11912350597609561
407,4,223.068,52,959,47.8,F,12,Quiz,0.009828009828009828,0.23311277278677353,0.04984358706986444
1017,6,332.927,277,869,57.0,M,12,Piano,0.0058997050147492625,0.8320142253406902,0.06559263521288838
919,2,237.702,142,1131,56.7,F,14,Drawing,0.002176278563656148,0.5973866437808685,0.050132625994694965
467,3,465.096,71,441,93.6,M,16,Quiz,0.006423982869379015,0.1526566558301942,0.21224489795918366
781,0,331.815,111,977,73.2,M,7,Drawing,0.0,0.3345237557072465,0.07492323439099284
1066,8,433.684,132,1052,95.6,F,10,Quiz,0.0075046904315197,0.3043690797908154,0.09087452471482889
506,2,588.018,260,619,100.0,M,6,Piano,0.003952569169960474,0.4421633351359992,0.16155088852988692
1027,6,357.351,271,733,70.9,M,18,Drawing,0.005842259006815969,0.7583580289407333,0.09672578444747613
305,4,480.55,95,571,54.8,F,18,Quiz,0.013114754098360656,0.19769014670689833,0.09597197898423818
674,0,366.08,150,691,62.0,M,10,Piano,0.0,0.4097465034965035,0.08972503617945007
635,2,442.013,132,554,86.4,F,8,Drawing,0.0031496062992125984,0.29863375059104597,0.15595667870036103
286,0,305.614,225,525,66.4,M,6,Drawing,0.0,0.7362228170175451,0.1264761904761905
345,7,371.341,379,937,49.0,F,12,Quiz,0.020289855072463767,1.0206252474141018,0.052294557097118465
520,7,377.953,321,738,70.5,F,18,Quiz,0.013461538461538462,0.8493119514860313,0.09552845528455285
418,2,690.518,110,412,62.5,M,9,Quiz,0.004784688995215311,0.1593006988956117,0.15169902912621358
781,2,590.11,151,1053,62.8,M,14,Piano,0.002560819462227913,0.2558844961108946,0.05963912630579297
404,6,364.298,332,1093,57.6,F,16,Quiz,0.01485148514851485,0.911341813570209,0.052698993595608416
382,3,515.648,95,809,57.0,F,6,Drawing,0.007853403141361256,0.1842342062802532,0.07045735475896168
362,2,472.619,117,479,61.2,F,10,Drawing,0.0055248618784530384,0.24755670000571284,0.12776617954070982
570,5,407.968,94,595,48.8,F,10,Quiz,0.008771929824561403,0.23041022825319632,0.08201680672268907
767,4,560.387,58,1118,70.2,M,12,Quiz,0.005215123859191656,0.10349990274578105,0.06279069767441861
577,4,456.911,56,557,58.0,F,5,Drawing,0.006932409012131715,0.12256216199653762,0.10412926391382406
469,9,394.053,212,663,66.8,F,17,Piano,0.019189765458422176,0.5379986956069361,0.10075414781297133
377,9,321.066,396,504,65.8,F,11,Quiz,0.023872679045092837,1.2333912653473118,0.13055555555555556
714,4,450.97,62,441,61.9,F,13,Quiz,0.0056022408963585435,0.1374814289198838,0.1403628117913832
815,7,388.746,121,327,100.0,F,13,Drawing,0.008588957055214725,0.31125722193926114,0.3058103975535168
483,8,541.774,87,354,75.1,F,6,Quiz,0.016563146997929608,0.1605835643644767,0.2121468926553672
1039,7,376.749,149,879,70.3,F,7,Piano,0.006737247353224254,0.39548877369283,0.07997724687144482
595,5,252.807,144,807,51.4,F,18,Drawing,0.008403361344537815,0.5696044808885831,0.06369268897149938
655,10,486.5,100,356,73.8,M,9,Quiz,0.015267175572519083,0.20554984583761562,0.20730337078651684
892,1,427.522,134,931,68.6,F,11,Drawing,0.0011210762331838565,0.3134341624524586,0.07368421052631578
488,3,235.292,125,804,40.9,M,15,Quiz,0.006147540983606557,0.5312547812930316,0.050870646766169154
676,8,388.273,124,610,47.2,F,11,Quiz,0.011834319526627219,0.3193629224798016,0.07737704918032787
1048,7,560.428,114,515,70.9,F,5,Quiz,0.006679389312977099,0.20341596065863948,0.13766990291262138
621,3,379.566,171,1080,46.6,F,13,Piano,0.004830917874396135,0.4505145350215773,0.04314814814814815
830,6,590.871,359,838,87.7,F,6,Piano,0.007228915662650603,0.6075776269270281,0.10465393794749403
836,2,442.731,224,981,87.5,F,14,Drawing,0.0023923444976076554,0.5059505659192602,0.0891946992864424
885,9,492.452,216,363,89.3,F,10,Quiz,0.010169491525423728,0.4386214290935969,0.24600550964187326
983,10,720.815,123,869,65.2,M,5,Quiz,0.01017293997965412,0.17064017813169813,0.07502876869965477
831,2,456.838,422,398,66.5,F,12,Piano,0.0024067388688327317,0.9237410197925742,0.1670854271356784
384,5,451.156,327,494,74.8,M,5,Quiz,0.013020833333333334,0.7248047238649159,0.151417004048583
592,4,292.753,140,829,51.0,F,13,Piano,0.006756756756756757,0.47821883977277774,0.061519903498190594
665,6,470.682,447,594,43.2,M,12,Quiz,0.009022556390977444,0.9496857751093094,0.07272727272727274
820,4,479.891,439,569,88.8,M,18,Drawing,0.004878048780487805,0.9147910671381626,0.15606326889279437
726,4,303.67,326,374,77.3,M,10,Quiz,0.005509641873278237,1.0735337702110843,0.2066844919786096
1198,9,400.353,114,530,81.2,M,10,Quiz,0.007512520868113523,0.2847487092640745,0.15320754716981133
710,10,445.067,109,353,50.9,F,12,Piano,0.014084507042253521,0.24490694659455767,0.1441926345609065
783,6,446.033,80,537,40.2,F,16,Quiz,0.007662835249042145,0.1793589263574668,0.07486033519553073
581,10,355.418,214,378,62.7,M,8,Quiz,0.01721170395869191,0.6021079405094846,0.1658730158730159
379,1,432.409,436,556,59.8,F,7,Piano,0.002638522427440633,1.008304637507545,0.10755395683453237
636,8,629.742,81,839,100.0,M,12,Drawing,0.012578616352201259,0.12862410320416934,0.11918951132300358
60,0,331.574,67,1161,100.0,F,16,Drawing,0.0,0.20206650702407306,0.08613264427217916
982,1,679.498,325,764,79.1,M,9,Piano,0.0010183299389002036,0.47829427018181064,0.10353403141361256
780,1,498.476,327,510,69.2,M,12,Piano,0.001282051282051282,0.6559994864346528,0.13568627450980392
462,1,352.968,272,568,59.4,F,13,Piano,0.0021645021645021645,0.7706081004510323,0.1045774647887324
712,5,419.63,447,847,42.5,M,17,Piano,0.007022471910112359,1.0652241260157758,0.050177095631641085
1104,0,601.497,119,670,70.7,F,7,Piano,0.0,0.19783972322388974,0.1055223880597015
737,1,339.666,95,791,95.3,F,17,Drawing,0.0013568521031207597,0.27968651557706686,0.12048040455120101
565,5,260.2,148,1105,54.9,M,11,Drawing,0.008849557522123894,0.568793235972329,0.049683257918552035
653,4,378.089,325,342,51.1,F,7,Piano,0.006125574272588055,0.8595859704990095,0.14941520467836258
